Run,Map,Algorithm,Rep,Outcome,AgentName,Replans,Recoveries,Shots,CellsVisited,InitialPathLen,DeadAtEnd
1,Rooms32,AStar,1,EagleDestroyed,Enemy_6,2016,0,0,11,28,0
1,Rooms32,AStar,1,EagleDestroyed,Enemy_4,2032,1,0,10,25,0
1,Rooms32,AStar,1,EagleDestroyed,Enemy_5,30,0,1930,11,25,0
1,Rooms32,AStar,1,EagleDestroyed,Enemy_12,2020,0,0,9,26,0
1,Rooms32,AStar,1,EagleDestroyed,Enemy_2,22,0,2301,8,23,0
1,Rooms32,AStar,1,EagleDestroyed,Enemy_7,2037,0,0,13,30,0
1,Rooms32,AStar,1,EagleDestroyed,Enemy_9,2021,0,0,11,31,0
1,Rooms32,AStar,1,EagleDestroyed,Enemy_1,26,0,2117,10,24,0
1,Rooms32,AStar,1,EagleDestroyed,Enemy_10,2034,0,0,9,27,0
1,Rooms32,AStar,1,EagleDestroyed,Enemy_11,2040,2,0,9,25,0
1,Rooms32,AStar,1,EagleDestroyed,Enemy_3,2020,0,0,6,29,0
1,Rooms32,AStar,1,EagleDestroyed,Enemy_8,2035,0,0,7,37,0
2,Rooms32,PIBT,1,EagleDestroyed,EnemyPIBT_2,907,0,412,7,23,0
2,Rooms32,PIBT,1,EagleDestroyed,EnemyPIBT_4,1012,0,0,12,25,0
2,Rooms32,PIBT,1,EagleDestroyed,EnemyPIBT_5,30,0,981,11,25,0
2,Rooms32,PIBT,1,EagleDestroyed,EnemyPIBT_1,25,0,1164,10,24,0
2,Rooms32,PIBT,1,EagleDestroyed,EnemyPIBT_10,1064,1,0,14,29,0
2,Rooms32,PIBT,1,EagleDestroyed,EnemyPIBT_3,92,0,873,14,29,0
2,Rooms32,PIBT,1,EagleDestroyed,EnemyPIBT_12,1156,0,0,11,26,0
2,Rooms32,PIBT,1,EagleDestroyed,EnemyPIBT_6,941,1,0,14,28,0
2,Rooms32,PIBT,1,EagleDestroyed,EnemyPIBT_8,811,0,0,16,39,0
2,Rooms32,PIBT,1,EagleDestroyed,EnemyPIBT_11,986,4,0,9,25,0
2,Rooms32,PIBT,1,EagleDestroyed,EnemyPIBT_9,996,0,0,15,31,0
2,Rooms32,PIBT,1,EagleDestroyed,EnemyPIBT_7,948,0,0,14,32,0
3,Rooms32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_10,61,0,972,21,0,0
3,Rooms32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_4,61,0,1028,24,0,0
3,Rooms32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_7,61,0,0,25,0,0
3,Rooms32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_3,65,0,393,26,0,0
3,Rooms32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_8,61,0,0,34,0,0
3,Rooms32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_1,62,1,1319,19,0,0
3,Rooms32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_12,60,0,645,28,0,0
3,Rooms32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_6,61,0,567,28,0,0
3,Rooms32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_11,61,0,23,34,0,0
3,Rooms32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_5,61,0,863,23,0,0
3,Rooms32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_9,60,0,0,24,0,0
3,Rooms32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_2,62,0,1288,18,0,0
