Run,Map,Algorithm,Rep,Outcome,Duration_s,EagleHP,EagleHPMax,EagleHPLostPct,AgentCount,EnemiesAlive,TotalReplans,TotalRecoveries,TotalShots,TotalCells
70,Gallows,PIBT_TCP,4,EagleDestroyed,125.07,-1,500,0.0,6,6,737,14,1687,121
71,Gallows,PIBT_TCP,5,EagleDestroyed,122.35,-1,500,0.0,6,6,683,14,1093,166
72,Gallows,PIBT_TCP,6,EagleDestroyed,144.05,-1,500,0.0,6,6,729,15,1809,173
73,Maze128,AStar,1,Timeout,180.00,490,500,1.9,6,6,891,23,1600,293
74,Maze128,AStar,2,Timeout,180.00,491,500,1.8,6,6,880,21,1434,391
75,Maze128,AStar,3,Timeout,180.00,488,500,2.4,6,6,829,21,1730,394
76,Maze128,AStar,4,Timeout,180.00,490,500,2.0,6,6,947,30,1289,389
77,Maze128,AStar,5,Timeout,180.00,491,500,1.9,6,6,896,18,1684,347
78,Maze128,AStar,6,Timeout,180.00,489,500,2.2,6,6,964,16,2166,303
79,Maze128,PIBT,1,Timeout,180.00,491,500,1.8,6,6,940,51,1095,296
80,Maze128,PIBT,2,Timeout,180.00,490,500,2.1,6,6,963,3,843,405
81,Maze128,PIBT,3,Timeout,180.00,489,500,2.2,6,6,989,75,861,316
82,Maze128,PIBT,4,Timeout,180.00,489,500,2.2,6,6,1049,72,910,369
83,Maze128,PIBT,5,Timeout,180.00,489,500,2.1,6,6,949,45,1065,363
84,Maze128,PIBT,6,Timeout,180.00,489,500,2.2,6,6,973,58,824,369
85,Maze128,PIBT_TCP,1,Timeout,180.00,491,500,1.8,6,6,1351,47,5336,639
86,Maze128,PIBT_TCP,2,Timeout,180.00,490,500,1.9,6,6,1418,4,10044,464
87,Maze128,PIBT_TCP,3,Timeout,180.00,491,500,1.8,6,6,1157,71,7896,563
88,Maze128,PIBT_TCP,4,Timeout,180.00,491,500,1.8,6,6,1265,55,5304,494
89,Maze128,PIBT_TCP,5,Timeout,180.00,491,500,1.8,6,6,1366,34,8825,703
90,Maze128,PIBT_TCP,6,Timeout,180.00,490,500,2.1,6,6,1240,56,7604,546
91,Alpha32,AStar,1,EagleDestroyed,26.70,-1,500,0.0,12,12,367,8,4345,90
92,Alpha32,AStar,2,EagleDestroyed,27.52,-1,500,0.0,12,12,323,8,5448,103
93,Alpha32,AStar,3,EagleDestroyed,26.69,-1,500,0.0,12,12,326,10,4866,97
94,Alpha32,AStar,4,EagleDestroyed,27.34,-1,500,0.0,12,12,308,9,3613,82
95,Alpha32,AStar,5,EagleDestroyed,27.24,-1,500,0.0,12,12,346,5,4246,107
96,Alpha32,AStar,6,EagleDestroyed,27.13,-1,500,0.0,12,12,379,6,2884,118
97,Alpha32,PIBT,1,EagleDestroyed,26.75,-1,500,0.0,12,12,559,179,2226,58
98,Alpha32,PIBT,2,EagleDestroyed,27.00,-1,500,0.0,12,12,615,118,2080,80
99,Alpha32,PIBT,3,EagleDestroyed,27.85,-1,500,0.0,12,12,564,30,1597,85
100,Alpha32,PIBT,4,EagleDestroyed,26.73,-1,500,0.0,12,12,630,64,2516,74
101,Alpha32,PIBT,5,EagleDestroyed,27.23,-1,500,0.0,12,12,624,69,1950,71
102,Alpha32,PIBT,6,EagleDestroyed,27.05,-1,500,0.0,12,12,556,102,2132,70
103,Alpha32,PIBT_TCP,1,EagleDestroyed,29.37,-1,500,0.0,12,12,565,16,16597,164
104,Alpha32,PIBT_TCP,2,EagleDestroyed,31.00,-1,500,0.0,12,12,607,19,17500,163
105,Alpha32,PIBT_TCP,3,EagleDestroyed,29.52,-1,500,0.0,12,12,524,15,14905,187
106,Alpha32,PIBT_TCP,4,EagleDestroyed,26.97,-1,500,0.0,12,12,563,5,11256,148
107,Alpha32,PIBT_TCP,5,EagleDestroyed,28.84,-1,500,0.0,12,12,474,15,12523,162
108,Alpha32,PIBT_TCP,6,EagleDestroyed,30.05,-1,500,0.0,12,12,478,25,15434,148
109,Mansion,AStar,1,EagleDestroyed,90.60,-1,500,0.0,12,12,1038,9,441,299
110,Mansion,AStar,2,EagleDestroyed,92.09,-1,500,0.0,12,12,1127,12,365,286
111,Mansion,AStar,3,EagleDestroyed,93.40,-1,500,0.0,12,12,1228,5,501,258
112,Mansion,AStar,4,EagleDestroyed,94.03,-1,500,0.0,12,12,1190,11,310,231
113,Mansion,AStar,5,EagleDestroyed,92.49,-1,500,0.0,12,12,1153,2,362,346
114,Mansion,AStar,6,EagleDestroyed,93.44,-1,500,0.0,12,12,1062,13,508,289
115,Mansion,PIBT,1,EagleDestroyed,130.76,-1,500,0.0,12,12,1426,41,91,301
116,Mansion,PIBT,2,EagleDestroyed,127.19,-1,500,0.0,12,12,1457,60,132,353
117,Mansion,PIBT,3,EagleDestroyed,131.39,-1,500,0.0,12,12,1428,28,104,267
118,Mansion,PIBT,4,EagleDestroyed,132.14,-1,500,0.0,12,12,1682,29,141,303
119,Mansion,PIBT,5,EagleDestroyed,134.34,-1,500,0.0,12,12,1252,83,135,279
120,Mansion,PIBT,6,EagleDestroyed,138.55,-1,500,0.0,12,12,1483,44,93,209
121,Mansion,PIBT_TCP,1,EagleDestroyed,119.54,-1,500,0.0,12,12,1248,31,1813,267
122,Mansion,PIBT_TCP,2,EagleDestroyed,114.03,-1,500,0.0,12,12,1017,9,1672,300
123,Mansion,PIBT_TCP,3,EagleDestroyed,112.61,-1,500,0.0,12,12,1188,29,1977,312
124,Mansion,PIBT_TCP,4,EagleDestroyed,116.82,-1,500,0.0,12,12,1270,15,1361,285
125,Mansion,PIBT_TCP,5,EagleDestroyed,107.69,-1,500,0.0,12,12,1047,1,610,278
126,Mansion,PIBT_TCP,6,EagleDestroyed,117.33,-1,500,0.0,12,12,1028,14,1260,267
127,Chantry,AStar,1,EagleDestroyed,93.30,-1,500,0.0,12,12,1310,8,699,372
128,Chantry,AStar,2,EagleDestroyed,94.29,-1,500,0.0,12,12,1266,10,757,328
129,Chantry,AStar,3,EagleDestroyed,92.56,-1,500,0.0,12,12,1286,3,698,363
130,Chantry,AStar,4,EagleDestroyed,93.96,-1,500,0.0,12,12,1512,12,578,418
131,Chantry,AStar,5,EagleDestroyed,93.90,-1,500,0.0,12,12,1271,17,435,326
132,Chantry,AStar,6,EagleDestroyed,93.68,-1,500,0.0,12,12,1289,13,404,393
133,Chantry,PIBT,1,EagleDestroyed,107.90,-1,500,0.0,12,12,1434,90,66,366
134,Chantry,PIBT,2,EagleDestroyed,112.35,-1,500,0.0,12,12,1327,14,91,351
135,Chantry,PIBT,3,EagleDestroyed,109.68,-1,500,0.0,12,12,1382,45,86,361
136,Chantry,PIBT,4,EagleDestroyed,110.89,-1,500,0.0,12,12,1129,70,116,356
137,Chantry,PIBT,5,EagleDestroyed,110.06,-1,500,0.0,12,12,1012,71,74,394
138,Chantry,PIBT,6,EagleDestroyed,110.25,-1,500,0.0,12,12,1067,43,89,371
139,Chantry,PIBT_TCP,1,EagleDestroyed,123.65,-1,500,0.0,12,12,1986,91,2485,1015
140,Chantry,PIBT_TCP,2,EagleDestroyed,125.52,-1,500,0.0,12,12,2112,97,1548,795
141,Chantry,PIBT_TCP,3,EagleDestroyed,124.79,-1,500,0.0,12,12,2026,71,2616,783
142,Chantry,PIBT_TCP,4,EagleDestroyed,120.00,-1,500,0.0,12,12,1812,40,1949,815
143,Chantry,PIBT_TCP,5,EagleDestroyed,123.19,-1,500,0.0,12,12,1911,89,1871,776
144,Chantry,PIBT_TCP,6,EagleDestroyed,128.42,-1,500,0.0,12,12,1811,60,1580,762
145,Gallows,AStar,1,EagleDestroyed,123.67,-1,500,0.0,12,12,1501,11,357,267
146,Gallows,AStar,2,EagleDestroyed,124.97,-1,500,0.0,12,12,1635,10,334,344
147,Gallows,AStar,3,EagleDestroyed,122.50,-1,500,0.0,12,12,1696,13,329,312
148,Gallows,AStar,4,EagleDestroyed,121.78,-1,500,0.0,12,12,1506,10,365,322
149,Gallows,AStar,5,EagleDestroyed,123.90,-1,500,0.0,12,12,1403,9,224,374
150,Gallows,AStar,6,EagleDestroyed,120.63,-1,500,0.0,12,12,1477,14,343,304
151,Gallows,PIBT,1,EagleDestroyed,169.28,-1,500,0.0,12,12,1892,87,107,258
152,Gallows,PIBT,2,EagleDestroyed,174.09,-1,500,0.0,12,12,1723,67,84,302
153,Gallows,PIBT,3,EagleDestroyed,179.50,-1,500,0.0,12,12,2180,144,87,365
154,Gallows,PIBT,4,EagleDestroyed,170.99,-1,500,0.0,12,12,1959,74,63,315
155,Gallows,PIBT,5,EagleDestroyed,177.23,-1,500,0.0,12,12,2115,73,63,259
156,Gallows,PIBT,6,EagleDestroyed,174.09,-1,500,0.0,12,12,1865,86,95,426
157,Gallows,PIBT_TCP,1,EagleDestroyed,119.70,-1,500,0.0,12,12,1343,18,1664,288
158,Gallows,PIBT_TCP,2,EagleDestroyed,128.81,-1,500,0.0,12,12,1700,23,532,325
159,Gallows,PIBT_TCP,3,EagleDestroyed,129.46,-1,500,0.0,12,12,1666,22,1538,271
160,Gallows,PIBT_TCP,4,EagleDestroyed,123.09,-1,500,0.0,12,12,1568,13,1291,361
161,Gallows,PIBT_TCP,5,EagleDestroyed,117.01,-1,500,0.0,12,12,1340,30,1776,344
162,Gallows,PIBT_TCP,6,EagleDestroyed,132.52,-1,500,0.0,12,12,1601,11,1313,336
163,Maze128,AStar,1,Timeout,180.00,486,500,2.8,12,12,1967,39,2502,663
164,Maze128,AStar,2,Timeout,180.00,487,500,2.6,12,12,1852,18,1658,882
165,Maze128,AStar,3,Timeout,180.00,488,500,2.4,12,12,1986,56,1507,762
166,Maze128,AStar,4,Timeout,180.00,484,500,3.1,12,12,1940,19,1460,788
167,Maze128,AStar,5,Timeout,180.00,485,500,3.0,12,12,1885,46,1513,599
168,Maze128,AStar,6,Timeout,180.00,485,500,2.9,12,12,1960,16,1612,688
169,Maze128,PIBT,1,Timeout,180.00,486,500,2.8,12,12,2159,62,927,792
170,Maze128,PIBT,2,Timeout,180.00,487,500,2.6,12,12,2093,54,1231,829
171,Maze128,PIBT,3,Timeout,180.00,486,500,2.8,12,12,2083,98,1007,733
172,Maze128,PIBT,4,Timeout,180.00,486,500,2.8,12,12,2185,107,1167,640
173,Maze128,PIBT,5,Timeout,180.00,486,500,2.8,12,12,1980,74,545,622
174,Maze128,PIBT,6,Timeout,180.00,486,500,2.7,12,12,2066,66,919,765
175,Maze128,PIBT_TCP,1,Timeout,180.00,486,500,2.7,12,12,2942,99,7881,1392
176,Maze128,PIBT_TCP,2,Timeout,180.00,485,500,2.9,12,12,2537,74,8755,1262
177,Maze128,PIBT_TCP,3,Timeout,180.00,483,500,3.4,12,12,2722,60,9637,983
178,Maze128,PIBT_TCP,4,Timeout,180.00,486,500,2.8,12,12,2830,74,6004,1262
179,Maze128,PIBT_TCP,5,Timeout,180.00,488,500,2.5,12,12,2802,68,6073,1139
180,Maze128,PIBT_TCP,6,Timeout,180.00,487,500,2.5,12,12,2881,29,8247,1020
181,Alpha32,AStar,1,EagleDestroyed,26.00,-1,500,0.0,24,24,777,11,4744,232
182,Alpha32,AStar,2,EagleDestroyed,25.92,-1,500,0.0,24,24,764,9,5044,182
183,Alpha32,AStar,3,EagleDestroyed,25.72,-1,500,0.0,24,24,663,17,3106,240
184,Alpha32,AStar,4,EagleDestroyed,26.35,-1,500,0.0,24,24,699,14,4737,180
185,Alpha32,AStar,5,EagleDestroyed,25.96,-1,500,0.0,24,24,681,7,4749,212
186,Alpha32,AStar,6,EagleDestroyed,26.05,-1,500,0.0,24,24,657,14,3917,190
187,Alpha32,PIBT,1,EagleDestroyed,25.92,-1,500,0.0,24,24,1130,120,2215,121
188,Alpha32,PIBT,2,EagleDestroyed,26.00,-1,500,0.0,24,24,1338,184,2846,175
189,Alpha32,PIBT,3,EagleDestroyed,26.19,-1,500,0.0,24,24,1407,72,1522,183
190,Alpha32,PIBT,4,EagleDestroyed,26.96,-1,500,0.0,24,24,1074,110,1932,104
191,Alpha32,PIBT,5,EagleDestroyed,25.17,-1,500,0.0,24,24,1025,259,2558,155
192,Alpha32,PIBT,6,EagleDestroyed,25.76,-1,500,0.0,24,24,1370,107,1869,168
193,Alpha32,PIBT_TCP,1,EagleDestroyed,25.42,-1,500,0.0,24,24,1186,29,10393,361
194,Alpha32,PIBT_TCP,2,EagleDestroyed,29.33,-1,500,0.0,24,24,1000,40,18541,444
195,Alpha32,PIBT_TCP,3,EagleDestroyed,29.46,-1,500,0.0,24,24,1164,13,14755,279
196,Alpha32,PIBT_TCP,4,EagleDestroyed,29.87,-1,500,0.0,24,24,1146,18,20728,296
197,Alpha32,PIBT_TCP,5,EagleDestroyed,26.28,-1,500,0.0,24,24,1132,28,19277,354
198,Alpha32,PIBT_TCP,6,EagleDestroyed,28.24,-1,500,0.0,24,24,1020,15,7632,281
199,Mansion,AStar,1,EagleDestroyed,88.37,-1,500,0.0,24,24,2434,12,389,571
200,Mansion,AStar,2,EagleDestroyed,90.25,-1,500,0.0,24,24,2364,3,524,617
201,Mansion,AStar,3,EagleDestroyed,88.16,-1,500,0.0,24,24,2391,15,452,534
202,Mansion,AStar,4,EagleDestroyed,86.69,-1,500,0.0,24,24,2314,14,445,604
203,Mansion,AStar,5,EagleDestroyed,89.61,-1,500,0.0,24,24,2310,15,359,703
204,Mansion,AStar,6,EagleDestroyed,90.33,-1,500,0.0,24,24,2264,19,404,511
205,Mansion,PIBT,1,EagleDestroyed,127.21,-1,500,0.0,24,24,2652,77,139,699
206,Mansion,PIBT,2,EagleDestroyed,129.50,-1,500,0.0,24,24,3272,100,100,587
207,Mansion,PIBT,3,EagleDestroyed,124.23,-1,500,0.0,24,24,2562,54,128,588
208,Mansion,PIBT,4,EagleDestroyed,125.75,-1,500,0.0,24,24,3462,79,108,538
209,Mansion,PIBT,5,EagleDestroyed,130.82,-1,500,0.0,24,24,2973,91,106,601
210,Mansion,PIBT,6,EagleDestroyed,124.49,-1,500,0.0,24,24,3151,32,139,527
211,Mansion,PIBT_TCP,1,EagleDestroyed,113.12,-1,500,0.0,24,24,2343,28,1635,536
212,Mansion,PIBT_TCP,2,EagleDestroyed,112.79,-1,500,0.0,24,24,2616,16,1528,589
213,Mansion,PIBT_TCP,3,EagleDestroyed,109.27,-1,500,0.0,24,24,1921,20,1638,709
214,Mansion,PIBT_TCP,4,EagleDestroyed,104.29,-1,500,0.0,24,24,2522,32,1203,544
215,Mansion,PIBT_TCP,5,EagleDestroyed,114.02,-1,500,0.0,24,24,2388,25,1422,592
216,Mansion,PIBT_TCP,6,EagleDestroyed,106.51,-1,500,0.0,24,24,2287,29,1574,570
217,Chantry,AStar,1,EagleDestroyed,89.29,-1,500,0.0,24,24,2757,15,508,774
218,Chantry,AStar,2,EagleDestroyed,89.70,-1,500,0.0,24,24,2621,15,531,814
219,Chantry,AStar,3,EagleDestroyed,88.47,-1,500,0.0,24,24,2633,27,691,830
220,Chantry,AStar,4,EagleDestroyed,89.44,-1,500,0.0,24,24,2707,4,796,916
221,Chantry,AStar,5,EagleDestroyed,90.75,-1,500,0.0,24,24,2914,18,642,750
222,Chantry,AStar,6,EagleDestroyed,91.15,-1,500,0.0,24,24,2796,17,528,471
223,Chantry,PIBT,1,EagleDestroyed,104.53,-1,500,0.0,24,24,2486,114,86,659
224,Chantry,PIBT,2,EagleDestroyed,102.81,-1,500,0.0,24,24,2756,50,88,964
225,Chantry,PIBT,3,EagleDestroyed,107.91,-1,500,0.0,24,24,1907,44,106,739
226,Chantry,PIBT,4,EagleDestroyed,107.00,-1,500,0.0,24,24,2426,66,69,782
227,Chantry,PIBT,5,EagleDestroyed,105.71,-1,500,0.0,24,24,3241,100,87,645
228,Chantry,PIBT,6,EagleDestroyed,106.24,-1,500,0.0,24,24,2407,130,103,764
229,Chantry,PIBT_TCP,1,Timeout,180.00,198,500,60.3,24,24,3845,189,2047,1659
230,Chantry,PIBT_TCP,2,Timeout,180.00,222,500,55.5,24,24,3849,45,2061,2111
231,Chantry,PIBT_TCP,3,Timeout,180.00,247,500,50.6,24,24,3651,136,2029,1654
232,Chantry,PIBT_TCP,4,Timeout,180.00,271,500,45.8,24,24,4198,88,2275,1540
233,Chantry,PIBT_TCP,5,Timeout,180.00,171,500,65.8,24,24,4128,110,2383,1712
234,Chantry,PIBT_TCP,6,Timeout,180.00,236,500,52.8,24,24,4467,110,1679,1566
235,Gallows,AStar,1,EagleDestroyed,117.58,-1,500,0.0,24,24,3207,20,423,679
236,Gallows,AStar,2,EagleDestroyed,117.66,-1,500,0.0,24,24,3426,14,375,557
237,Gallows,AStar,3,EagleDestroyed,118.29,-1,500,0.0,24,24,3090,19,240,674
238,Gallows,AStar,4,EagleDestroyed,118.83,-1,500,0.0,24,24,3307,24,372,817
239,Gallows,AStar,5,EagleDestroyed,116.36,-1,500,0.0,24,24,2954,12,381,671
240,Gallows,AStar,6,EagleDestroyed,118.68,-1,500,0.0,24,24,3102,13,230,587
241,Gallows,PIBT,1,EagleDestroyed,165.71,-1,500,0.0,24,24,4241,101,72,782
242,Gallows,PIBT,2,EagleDestroyed,174.71,-1,500,0.0,24,24,4319,112,90,548
243,Gallows,PIBT,3,EagleDestroyed,166.29,-1,500,0.0,24,24,4633,10,99,785
244,Gallows,PIBT,4,EagleDestroyed,164.33,-1,500,0.0,24,24,3710,258,70,654
245,Gallows,PIBT,5,EagleDestroyed,158.77,-1,500,0.0,24,24,3249,202,90,554
246,Gallows,PIBT,6,EagleDestroyed,172.79,-1,500,0.0,24,24,4142,122,94,662
247,Gallows,PIBT_TCP,1,Timeout,180.00,191,500,61.8,24,24,2897,55,1137,694
248,Gallows,PIBT_TCP,2,Timeout,180.00,200,500,60.0,24,24,3092,27,1100,632
249,Gallows,PIBT_TCP,3,Timeout,180.00,190,500,62.0,24,24,3298,30,1199,691
250,Gallows,PIBT_TCP,4,Timeout,180.00,246,500,50.9,24,24,3488,20,1741,652
251,Gallows,PIBT_TCP,5,Timeout,180.00,183,500,63.5,24,24,2806,29,1173,653
252,Gallows,PIBT_TCP,6,Timeout,180.00,243,500,51.4,24,24,3506,19,2049,662
253,Maze128,AStar,1,EagleDestroyed,135.22,-1,500,0.0,24,24,3958,33,2052,1482
254,Maze128,AStar,2,EagleDestroyed,135.55,-1,500,0.0,24,24,4131,76,1467,1474
255,Maze128,AStar,3,EagleDestroyed,134.05,-1,500,0.0,24,24,4241,60,1735,1570
256,Maze128,AStar,4,EagleDestroyed,133.06,-1,500,0.0,24,24,4309,30,1967,1544
257,Maze128,AStar,5,EagleDestroyed,133.42,-1,500,0.0,24,24,4086,35,1560,1550
258,Maze128,AStar,6,EagleDestroyed,131.49,-1,500,0.0,24,24,4120,60,1832,1453
259,Maze128,PIBT,1,EagleDestroyed,145.55,-1,500,0.0,24,24,4579,100,887,1538
260,Maze128,PIBT,2,EagleDestroyed,147.49,-1,500,0.0,24,24,4333,93,737,1584
261,Maze128,PIBT,3,EagleDestroyed,146.27,-1,500,0.0,24,24,4746,110,1019,1175
262,Maze128,PIBT,4,EagleDestroyed,154.90,-1,500,0.0,24,24,4351,130,1068,1568
263,Maze128,PIBT,5,EagleDestroyed,152.48,-1,500,0.0,24,24,4603,153,1071,1593
264,Maze128,PIBT,6,EagleDestroyed,153.30,-1,500,0.0,24,24,4323,110,1217,1613
265,Maze128,PIBT_TCP,1,EagleDestroyed,136.82,-1,500,0.0,24,24,5660,143,8232,2241
266,Maze128,PIBT_TCP,2,EagleDestroyed,143.40,-1,500,0.0,24,24,6303,111,8296,2711
267,Maze128,PIBT_TCP,3,EagleDestroyed,145.79,-1,500,0.0,24,24,5958,105,7509,2544
268,Maze128,PIBT_TCP,4,EagleDestroyed,136.87,-1,500,0.0,24,24,6158,50,8714,2453
269,Maze128,PIBT_TCP,5,EagleDestroyed,136.95,-1,500,0.0,24,24,5557,89,6278,2303
270,Maze128,PIBT_TCP,6,EagleDestroyed,138.97,-1,500,0.0,24,24,6190,114,9211,2364
271,Alpha32,AStar,1,EagleDestroyed,25.11,-1,500,0.0,36,36,1133,14,3730,290
272,Alpha32,AStar,2,EagleDestroyed,25.25,-1,500,0.0,36,36,1072,22,4598,322
273,Alpha32,AStar,3,EagleDestroyed,25.50,-1,500,0.0,36,36,1098,1,4615,270
274,Alpha32,AStar,4,EagleDestroyed,25.69,-1,500,0.0,36,36,1090,15,5144,342
275,Alpha32,AStar,5,EagleDestroyed,25.79,-1,500,0.0,36,36,1042,14,3589,329
276,Alpha32,AStar,6,EagleDestroyed,24.92,-1,500,0.0,36,36,1059,25,5160,340
277,Alpha32,PIBT,1,EagleDestroyed,26.99,-1,500,0.0,36,36,1827,356,2362,225
278,Alpha32,PIBT,2,EagleDestroyed,25.86,-1,500,0.0,36,36,1558,11,2488,261
