Run,Map,Algorithm,Rep,Outcome,Duration_s,EagleHP,EagleHPMax,EagleHPLostPct,AgentCount,EnemiesAlive,TotalReplans,TotalRecoveries,TotalShots,TotalCells
1,Alpha32,AStar,1,EagleDestroyed,35.07,-1,500,0.0,6,6,158,0,59438,64
2,Alpha32,AStar,2,EagleDestroyed,35.16,-1,500,0.0,6,6,159,0,58931,66
3,Alpha32,AStar,3,EagleDestroyed,35.20,-1,500,0.0,6,6,159,0,58758,64
4,Alpha32,AStar,4,EagleDestroyed,35.16,-1,500,0.0,6,6,159,0,58930,64
5,Alpha32,AStar,5,EagleDestroyed,35.10,-1,500,0.0,6,6,159,0,59235,64
6,Alpha32,AStar,6,EagleDestroyed,35.18,-1,500,0.0,6,6,159,0,59801,64
7,Alpha32,PIBT,1,EagleDestroyed,32.00,-1,500,0.0,6,6,138,0,56803,59
8,Alpha32,PIBT,2,EagleDestroyed,32.72,-1,500,0.0,6,6,137,0,61228,57
9,Alpha32,PIBT,3,EagleDestroyed,31.92,-1,500,0.0,6,6,137,0,58575,56
10,Alpha32,PIBT,4,EagleDestroyed,32.72,-1,500,0.0,6,6,136,0,62257,57
11,Alpha32,PIBT,5,EagleDestroyed,32.72,-1,500,0.0,6,6,136,0,62645,58
12,Alpha32,PIBT,6,EagleDestroyed,32.00,-1,500,0.0,6,6,137,0,60018,57
13,Alpha32,PIBT_TCP,1,EagleDestroyed,34.70,-1,500,0.0,6,6,138,0,59928,103
14,Alpha32,PIBT_TCP,2,EagleDestroyed,35.59,-1,500,0.0,6,6,137,0,59310,105
15,Alpha32,PIBT_TCP,3,EagleDestroyed,35.57,-1,500,0.0,6,6,137,0,61976,102
16,Alpha32,PIBT_TCP,4,EagleDestroyed,36.35,-1,500,0.0,6,6,136,0,61299,106
17,Alpha32,PIBT_TCP,5,EagleDestroyed,35.17,-1,500,0.0,6,6,136,0,58565,104
18,Alpha32,PIBT_TCP,6,EagleDestroyed,35.63,-1,500,0.0,6,6,137,0,62957,102
19,Mansion,AStar,1,EagleDestroyed,98.26,-1,500,0.0,6,6,672,0,47850,327
20,Mansion,AStar,2,EagleDestroyed,98.66,-1,500,0.0,6,6,676,0,47846,319
21,Mansion,AStar,3,EagleDestroyed,97.26,-1,500,0.0,6,6,666,0,47937,330
22,Mansion,AStar,4,EagleDestroyed,97.80,-1,500,0.0,6,6,670,0,47468,316
23,Mansion,AStar,5,EagleDestroyed,98.46,-1,500,0.0,6,6,675,0,47629,326
24,Mansion,AStar,6,EagleDestroyed,98.76,-1,500,0.0,6,6,674,0,48132,325
25,Mansion,PIBT,1,EagleDestroyed,96.58,-1,500,0.0,6,6,1822,0,39882,307
26,Mansion,PIBT,2,EagleDestroyed,97.39,-1,500,0.0,6,6,2707,0,34070,300
27,Mansion,PIBT,3,EagleDestroyed,109.39,-1,500,0.0,6,6,4483,1,37519,304
28,Mansion,PIBT,4,EagleDestroyed,103.70,-1,500,0.0,6,6,3551,0,36103,302
29,Mansion,PIBT,5,EagleDestroyed,109.41,-1,500,0.0,6,6,4374,2,37872,313
30,Mansion,PIBT,6,EagleDestroyed,103.44,-1,500,0.0,6,6,3510,0,36360,300
31,Mansion,PIBT_TCP,1,EagleDestroyed,106.94,-1,500,0.0,6,6,1822,0,66426,484
32,Mansion,PIBT_TCP,2,EagleDestroyed,106.17,-1,500,0.0,6,6,2707,0,68270,481
33,Mansion,PIBT_TCP,3,EagleDestroyed,100.71,-1,500,0.0,6,6,4483,1,60622,472
34,Mansion,PIBT_TCP,4,EagleDestroyed,100.91,-1,500,0.0,6,6,3551,0,59719,466
35,Mansion,PIBT_TCP,5,EagleDestroyed,101.57,-1,500,0.0,6,6,4374,2,59907,467
36,Mansion,PIBT_TCP,6,EagleDestroyed,100.19,-1,500,0.0,6,6,3510,0,60727,464
37,Chantry,AStar,1,EagleDestroyed,131.52,-1,500,0.0,6,6,940,0,53513,456
38,Chantry,AStar,2,EagleDestroyed,131.16,-1,500,0.0,6,6,940,0,53414,451
39,Chantry,AStar,3,EagleDestroyed,129.84,-1,500,0.0,6,6,934,0,52467,443
40,Chantry,AStar,4,EagleDestroyed,129.98,-1,500,0.0,6,6,932,0,53417,456
41,Chantry,AStar,5,EagleDestroyed,130.98,-1,500,0.0,6,6,934,0,53880,468
42,Chantry,AStar,6,EagleDestroyed,131.36,-1,500,0.0,6,6,937,0,53723,474
43,Chantry,PIBT,1,EagleDestroyed,127.69,-1,500,0.0,6,6,3341,0,32951,390
44,Chantry,PIBT,2,EagleDestroyed,127.40,-1,500,0.0,6,6,3363,0,36690,393
45,Chantry,PIBT,3,EagleDestroyed,128.19,-1,500,0.0,6,6,3941,1,35439,397
46,Chantry,PIBT,4,EagleDestroyed,127.75,-1,500,0.0,6,6,3254,0,37218,405
47,Chantry,PIBT,5,EagleDestroyed,127.56,-1,500,0.0,6,6,3709,0,36321,386
48,Chantry,PIBT,6,EagleDestroyed,126.51,-1,500,0.0,6,6,3479,0,37518,396
49,Chantry,PIBT_TCP,1,EagleDestroyed,133.08,-1,500,0.0,6,6,3341,0,59578,663
50,Chantry,PIBT_TCP,2,EagleDestroyed,135.52,-1,500,0.0,6,6,3363,0,32688,669
51,Chantry,PIBT_TCP,3,EagleDestroyed,134.72,-1,500,0.0,6,6,3941,1,12845,664
52,Chantry,PIBT_TCP,4,EagleDestroyed,134.92,-1,500,0.0,6,6,3254,0,60026,663
53,Chantry,PIBT_TCP,5,EagleDestroyed,132.67,-1,500,0.0,6,6,3709,0,58726,663
54,Chantry,PIBT_TCP,6,EagleDestroyed,135.55,-1,500,0.0,6,6,3479,0,59404,665
55,Gallows,AStar,1,EagleDestroyed,112.24,-1,500,0.0,6,6,786,0,48628,411
56,Gallows,AStar,2,EagleDestroyed,113.32,-1,500,0.0,6,6,794,0,48772,380
57,Gallows,AStar,3,EagleDestroyed,112.32,-1,500,0.0,6,6,787,0,48772,372
58,Gallows,AStar,4,EagleDestroyed,112.30,-1,500,0.0,6,6,786,0,48459,411
