Run,Map,Algorithm,Rep,Outcome,AgentName,Replans,Recoveries,Shots,CellsVisited,InitialPathLen,DeadAtEnd
1,Alpha32,AStar,1,EagleDestroyed,Enemy_4,21,0,407,8,20,0
1,Alpha32,AStar,1,EagleDestroyed,Enemy_7,38,1,0,7,28,0
1,Alpha32,AStar,1,EagleDestroyed,Enemy_5,32,0,72,11,27,0
1,Alpha32,AStar,1,EagleDestroyed,Enemy_14,25,0,249,10,22,0
1,Alpha32,AStar,1,EagleDestroyed,Enemy_23,36,1,0,8,26,0
1,Alpha32,AStar,1,EagleDestroyed,Enemy_9,20,1,429,6,20,0
1,Alpha32,AStar,1,EagleDestroyed,Enemy_1,35,0,0,13,33,0
1,Alpha32,AStar,1,EagleDestroyed,Enemy_21,17,0,589,6,19,0
1,Alpha32,AStar,1,EagleDestroyed,Enemy_6,35,0,0,8,28,0
1,Alpha32,AStar,1,EagleDestroyed,Enemy_24,37,1,0,10,31,0
1,Alpha32,AStar,1,EagleDestroyed,Enemy_8,22,0,367,8,23,0
1,Alpha32,AStar,1,EagleDestroyed,Enemy_18,35,1,0,13,28,0
1,Alpha32,AStar,1,EagleDestroyed,Enemy_17,25,1,287,9,23,0
1,Alpha32,AStar,1,EagleDestroyed,Enemy_2,37,1,0,7,28,0
1,Alpha32,AStar,1,EagleDestroyed,Enemy_12,37,0,0,11,29,0
1,Alpha32,AStar,1,EagleDestroyed,Enemy_19,35,0,0,12,28,0
1,Alpha32,AStar,1,EagleDestroyed,Enemy_11,19,0,482,5,24,0
1,Alpha32,AStar,1,EagleDestroyed,Enemy_22,25,1,307,7,21,0
1,Alpha32,AStar,1,EagleDestroyed,Enemy_16,23,0,358,9,22,0
1,Alpha32,AStar,1,EagleDestroyed,Enemy_20,37,2,0,11,23,0
1,Alpha32,AStar,1,EagleDestroyed,Enemy_10,35,1,9,9,23,0
1,Alpha32,AStar,1,EagleDestroyed,Enemy_3,27,0,199,4,23,0
1,Alpha32,AStar,1,EagleDestroyed,Enemy_13,38,1,0,8,27,0
1,Alpha32,AStar,1,EagleDestroyed,Enemy_15,16,0,628,6,17,0
2,Alpha32,PIBT,1,EagleDestroyed,EnemyPIBT_14,35,15,0,4,22,0
2,Alpha32,PIBT,1,EagleDestroyed,EnemyPIBT_4,17,0,286,7,18,0
2,Alpha32,PIBT,1,EagleDestroyed,EnemyPIBT_2,277,0,0,7,24,0
2,Alpha32,PIBT,1,EagleDestroyed,EnemyPIBT_15,16,0,291,9,17,0
2,Alpha32,PIBT,1,EagleDestroyed,EnemyPIBT_17,240,0,0,8,23,0
2,Alpha32,PIBT,1,EagleDestroyed,EnemyPIBT_12,34,4,0,9,27,0
2,Alpha32,PIBT,1,EagleDestroyed,EnemyPIBT_21,14,0,350,4,17,0
2,Alpha32,PIBT,1,EagleDestroyed,EnemyPIBT_11,28,5,94,6,22,0
2,Alpha32,PIBT,1,EagleDestroyed,EnemyPIBT_1,34,10,0,6,29,0
2,Alpha32,PIBT,1,EagleDestroyed,EnemyPIBT_18,33,6,0,7,28,0
2,Alpha32,PIBT,1,EagleDestroyed,EnemyPIBT_16,16,0,307,6,18,0
2,Alpha32,PIBT,1,EagleDestroyed,EnemyPIBT_24,34,7,0,9,29,0
2,Alpha32,PIBT,1,EagleDestroyed,EnemyPIBT_6,34,7,0,8,28,0
2,Alpha32,PIBT,1,EagleDestroyed,EnemyPIBT_10,22,5,200,5,17,0
2,Alpha32,PIBT,1,EagleDestroyed,EnemyPIBT_3,36,12,0,3,19,0
2,Alpha32,PIBT,1,EagleDestroyed,EnemyPIBT_20,20,0,221,6,23,0
2,Alpha32,PIBT,1,EagleDestroyed,EnemyPIBT_5,35,9,19,7,23,0
2,Alpha32,PIBT,1,EagleDestroyed,EnemyPIBT_7,33,13,0,5,28,0
2,Alpha32,PIBT,1,EagleDestroyed,EnemyPIBT_9,14,0,355,6,20,0
2,Alpha32,PIBT,1,EagleDestroyed,EnemyPIBT_23,34,11,0,5,24,0
2,Alpha32,PIBT,1,EagleDestroyed,EnemyPIBT_22,31,7,34,6,19,0
2,Alpha32,PIBT,1,EagleDestroyed,EnemyPIBT_13,117,7,0,6,27,0
2,Alpha32,PIBT,1,EagleDestroyed,EnemyPIBT_19,35,11,0,8,28,0
2,Alpha32,PIBT,1,EagleDestroyed,EnemyPIBT_8,35,13,0,4,23,0
3,Alpha32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_4,46,2,0,7,0,0
3,Alpha32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_23,46,2,0,14,0,0
3,Alpha32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_12,45,1,0,19,0,0
3,Alpha32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_18,52,1,0,16,0,0
3,Alpha32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_16,45,0,2301,12,0,0
3,Alpha32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_15,45,0,2086,13,0,0
3,Alpha32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_10,46,2,0,11,0,0
3,Alpha32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_20,46,2,0,12,0,0
3,Alpha32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_9,45,0,2474,10,0,0
3,Alpha32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_24,45,1,0,19,0,0
3,Alpha32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_1,45,1,0,16,0,0
3,Alpha32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_8,46,1,507,16,0,0
3,Alpha32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_5,45,1,701,15,0,0
3,Alpha32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_11,54,1,562,14,0,0
3,Alpha32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_7,44,0,0,18,0,0
3,Alpha32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_21,47,3,0,6,0,0
3,Alpha32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_22,46,1,686,13,0,0
3,Alpha32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_2,45,0,1355,18,0,0
3,Alpha32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_13,46,2,0,10,0,0
3,Alpha32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_6,46,2,0,13,0,0
3,Alpha32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_19,48,1,0,17,0,0
3,Alpha32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_14,45,0,1007,19,0,0
3,Alpha32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_3,45,0,1964,13,0,0
3,Alpha32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_17,45,0,1578,15,0,0
4,Mansion,AStar,1,EagleDestroyed,Enemy_20,98,0,0,31,93,0
4,Mansion,AStar,1,EagleDestroyed,Enemy_5,98,1,0,29,203,0
4,Mansion,AStar,1,EagleDestroyed,Enemy_3,100,1,0,25,131,0
4,Mansion,AStar,1,EagleDestroyed,Enemy_13,98,0,0,14,98,0
4,Mansion,AStar,1,EagleDestroyed,Enemy_14,115,0,0,16,96,0
4,Mansion,AStar,1,EagleDestroyed,Enemy_24,97,0,0,26,153,0
4,Mansion,AStar,1,EagleDestroyed,Enemy_2,97,0,0,34,131,0
4,Mansion,AStar,1,EagleDestroyed,Enemy_15,105,1,0,18,94,0
4,Mansion,AStar,1,EagleDestroyed,Enemy_19,116,1,0,24,97,0
4,Mansion,AStar,1,EagleDestroyed,Enemy_12,75,0,89,22,70,0
4,Mansion,AStar,1,EagleDestroyed,Enemy_18,117,1,0,19,99,0
4,Mansion,AStar,1,EagleDestroyed,Enemy_1,97,0,0,38,133,0
4,Mansion,AStar,1,EagleDestroyed,Enemy_22,97,0,0,20,115,0
4,Mansion,AStar,1,EagleDestroyed,Enemy_21,99,3,0,28,94,0
4,Mansion,AStar,1,EagleDestroyed,Enemy_10,62,0,141,17,62,0
4,Mansion,AStar,1,EagleDestroyed,Enemy_6,101,0,0,30,219,0
4,Mansion,AStar,1,EagleDestroyed,Enemy_7,97,0,0,34,147,0
4,Mansion,AStar,1,EagleDestroyed,Enemy_16,117,2,0,20,97,0
4,Mansion,AStar,1,EagleDestroyed,Enemy_4,100,1,0,19,162,0
4,Mansion,AStar,1,EagleDestroyed,Enemy_17,118,2,0,16,95,0
4,Mansion,AStar,1,EagleDestroyed,Enemy_8,88,0,37,32,76,0
4,Mansion,AStar,1,EagleDestroyed,Enemy_23,99,0,0,28,156,0
4,Mansion,AStar,1,EagleDestroyed,Enemy_11,57,0,162,18,53,0
4,Mansion,AStar,1,EagleDestroyed,Enemy_9,98,0,0,32,82,0
5,Mansion,PIBT,1,EagleDestroyed,EnemyPIBT_9,96,0,31,0,82,0
5,Mansion,PIBT,1,EagleDestroyed,EnemyPIBT_22,129,1,0,0,111,0
5,Mansion,PIBT,1,EagleDestroyed,EnemyPIBT_21,131,3,0,0,102,0
5,Mansion,PIBT,1,EagleDestroyed,EnemyPIBT_1,130,1,0,0,127,0
5,Mansion,PIBT,1,EagleDestroyed,EnemyPIBT_12,79,2,50,0,62,0
5,Mansion,PIBT,1,EagleDestroyed,EnemyPIBT_20,135,5,0,0,79,0
5,Mansion,PIBT,1,EagleDestroyed,EnemyPIBT_8,131,2,0,0,76,0
5,Mansion,PIBT,1,EagleDestroyed,EnemyPIBT_7,129,3,0,0,149,0
5,Mansion,PIBT,1,EagleDestroyed,EnemyPIBT_11,113,5,22,0,51,0
5,Mansion,PIBT,1,EagleDestroyed,EnemyPIBT_17,129,0,0,0,89,0
5,Mansion,PIBT,1,EagleDestroyed,EnemyPIBT_19,136,8,0,0,89,0
5,Mansion,PIBT,1,EagleDestroyed,EnemyPIBT_14,128,2,0,0,90,0
5,Mansion,PIBT,1,EagleDestroyed,EnemyPIBT_24,131,7,0,0,153,0
5,Mansion,PIBT,1,EagleDestroyed,EnemyPIBT_2,127,0,0,0,125,0
5,Mansion,PIBT,1,EagleDestroyed,EnemyPIBT_16,129,2,0,0,91,0
5,Mansion,PIBT,1,EagleDestroyed,EnemyPIBT_18,115,2,17,0,85,0
5,Mansion,PIBT,1,EagleDestroyed,EnemyPIBT_15,131,0,0,0,90,0
5,Mansion,PIBT,1,EagleDestroyed,EnemyPIBT_3,134,9,0,0,131,0
5,Mansion,PIBT,1,EagleDestroyed,EnemyPIBT_4,128,1,0,0,162,0
5,Mansion,PIBT,1,EagleDestroyed,EnemyPIBT_23,129,4,0,0,156,0
5,Mansion,PIBT,1,EagleDestroyed,EnemyPIBT_13,129,2,0,0,92,0
5,Mansion,PIBT,1,EagleDestroyed,EnemyPIBT_6,129,2,0,0,219,0
5,Mansion,PIBT,1,EagleDestroyed,EnemyPIBT_10,132,6,0,0,62,0
5,Mansion,PIBT,1,EagleDestroyed,EnemyPIBT_5,132,5,0,0,197,0
6,Mansion,PIBT_TCP,1,Timeout,EnemyPIBT_TCP_10,8,0,0,6,0,0
6,Mansion,PIBT_TCP,1,Timeout,EnemyPIBT_TCP_21,8,0,0,7,0,0
6,Mansion,PIBT_TCP,1,Timeout,EnemyPIBT_TCP_13,8,0,0,7,0,0
6,Mansion,PIBT_TCP,1,Timeout,EnemyPIBT_TCP_17,8,0,0,2,0,0
6,Mansion,PIBT_TCP,1,Timeout,EnemyPIBT_TCP_18,8,0,0,6,0,0
6,Mansion,PIBT_TCP,1,Timeout,EnemyPIBT_TCP_2,8,0,0,6,0,0
6,Mansion,PIBT_TCP,1,Timeout,EnemyPIBT_TCP_11,8,0,0,6,0,0
