Run,Map,Algorithm,Rep,Outcome,AgentName,Replans,Recoveries,Shots,CellsVisited,InitialPathLen,DeadAtEnd
1,Rooms32,AStar,1,EagleDestroyed,Enemy_5,30,0,931,14,25,0
1,Rooms32,AStar,1,EagleDestroyed,Enemy_10,1032,0,0,10,27,0
1,Rooms32,AStar,1,EagleDestroyed,Enemy_4,1025,1,0,10,25,0
1,Rooms32,AStar,1,EagleDestroyed,Enemy_11,25,0,1125,8,25,0
1,Rooms32,AStar,1,EagleDestroyed,Enemy_7,1002,0,0,15,30,0
1,Rooms32,AStar,1,EagleDestroyed,Enemy_6,1067,1,0,10,28,0
1,Rooms32,AStar,1,EagleDestroyed,Enemy_8,1034,0,0,6,37,0
1,Rooms32,AStar,1,EagleDestroyed,Enemy_1,26,0,1120,10,24,0
1,Rooms32,AStar,1,EagleDestroyed,Enemy_2,22,0,1295,8,23,0
1,Rooms32,AStar,1,EagleDestroyed,Enemy_3,1052,0,0,6,29,0
1,Rooms32,AStar,1,EagleDestroyed,Enemy_9,1072,1,0,8,31,0
1,Rooms32,AStar,1,EagleDestroyed,Enemy_12,1039,0,0,9,26,0
2,Rooms32,PIBT,1,EagleDestroyed,EnemyPIBT_9,1002,0,0,14,31,0
2,Rooms32,PIBT,1,EagleDestroyed,EnemyPIBT_10,1126,0,0,13,29,0
2,Rooms32,PIBT,1,EagleDestroyed,EnemyPIBT_6,979,2,0,16,28,0
2,Rooms32,PIBT,1,EagleDestroyed,EnemyPIBT_12,1171,0,0,11,26,0
2,Rooms32,PIBT,1,EagleDestroyed,EnemyPIBT_1,25,0,1186,10,24,0
2,Rooms32,PIBT,1,EagleDestroyed,EnemyPIBT_8,882,0,0,15,39,0
2,Rooms32,PIBT,1,EagleDestroyed,EnemyPIBT_7,944,0,0,16,32,0
2,Rooms32,PIBT,1,EagleDestroyed,EnemyPIBT_5,30,0,1026,13,25,0
2,Rooms32,PIBT,1,EagleDestroyed,EnemyPIBT_3,1085,0,0,14,29,0
2,Rooms32,PIBT,1,EagleDestroyed,EnemyPIBT_11,1232,0,0,9,25,0
2,Rooms32,PIBT,1,EagleDestroyed,EnemyPIBT_4,1085,0,0,12,25,0
2,Rooms32,PIBT,1,EagleDestroyed,EnemyPIBT_2,24,0,1255,10,23,0
3,Rooms32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_10,59,0,991,21,0,0
3,Rooms32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_3,60,0,340,27,0,0
3,Rooms32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_2,65,1,807,20,0,0
3,Rooms32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_5,59,1,733,24,0,0
3,Rooms32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_1,60,1,1188,19,0,0
3,Rooms32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_12,59,1,406,29,0,0
3,Rooms32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_7,59,0,0,25,0,0
3,Rooms32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_9,58,0,0,24,0,0
3,Rooms32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_8,59,0,0,34,0,0
3,Rooms32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_6,59,0,564,28,0,0
3,Rooms32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_4,58,0,904,25,0,0
3,Rooms32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_11,58,0,70,34,0,0
