Run,Map,Algorithm,Rep,Outcome,AgentName,Replans,Recoveries,Shots,CellsVisited,InitialPathLen,DeadAtEnd
1,Chantry,AStar,1,EagleDestroyed,Enemy_5,175,0,0,90,137,0
1,Chantry,AStar,1,EagleDestroyed,Enemy_4,167,0,1855,88,130,0
1,Chantry,AStar,1,EagleDestroyed,Enemy_6,171,0,996,78,128,0
1,Chantry,AStar,1,EagleDestroyed,Enemy_2,163,0,4309,68,128,0
1,Chantry,AStar,1,EagleDestroyed,Enemy_1,161,0,3550,81,125,0
1,Chantry,AStar,1,EagleDestroyed,Enemy_3,102,0,19495,64,82,0
2,Chantry,PIBT,1,EagleDestroyed,EnemyPIBT_2,155,0,3247,67,122,0
2,Chantry,PIBT,1,EagleDestroyed,EnemyPIBT_5,169,0,211,63,133,0
2,Chantry,PIBT,1,EagleDestroyed,EnemyPIBT_6,2449,0,0,65,126,0
2,Chantry,PIBT,1,EagleDestroyed,EnemyPIBT_1,703,0,1501,70,121,0
2,Chantry,PIBT,1,EagleDestroyed,EnemyPIBT_3,100,0,26817,46,82,0
2,Chantry,PIBT,1,EagleDestroyed,EnemyPIBT_4,173,0,4135,59,122,0
3,Chantry,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_6,182,0,1451,119,0,0
3,Chantry,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_3,182,0,11097,76,0,0
3,Chantry,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_4,182,0,1837,116,0,0
3,Chantry,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_5,181,0,0,126,0,0
3,Chantry,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_2,182,0,1977,115,0,0
3,Chantry,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_1,182,0,1378,113,0,0
