Run,Map,Algorithm,Rep,Outcome,Duration_s,EagleHP,EagleHPMax,EagleHPLostPct,AgentCount,EnemiesAlive,TotalReplans,TotalRecoveries,TotalShots,TotalCells
237,Gallows,AStar,3,EagleDestroyed,176.34,-1,500,0.0,24,24,11678,194,167550,1451
238,Gallows,AStar,4,EagleDestroyed,175.18,-1,500,0.0,24,24,11535,120,192479,1439
239,Gallows,AStar,5,EagleDestroyed,175.47,-1,500,0.0,24,24,11535,165,209534,1570
240,Gallows,AStar,6,EagleDestroyed,176.48,-1,500,0.0,24,24,11595,96,235263,1545
241,Gallows,PIBT,1,EagleDestroyed,178.06,-1,500,0.0,24,24,46679,4255,157707,1270
242,Gallows,PIBT,2,EagleDestroyed,179.45,-1,500,0.0,24,24,44570,5406,214601,1001
243,Gallows,PIBT,3,EagleDestroyed,179.50,-1,500,0.0,24,24,34839,2324,169052,972
244,Gallows,PIBT,4,EagleDestroyed,179.50,-1,500,0.0,24,24,30481,4113,93498,1376
245,Gallows,PIBT,5,EagleDestroyed,176.46,-1,500,0.0,24,24,55800,5906,229632,1383
246,Gallows,PIBT,6,EagleDestroyed,178.79,-1,500,0.0,24,24,54341,4332,155813,946
247,Gallows,PIBT_TCP,1,Timeout,180.00,20,500,96.0,24,24,6790,180,287865,2547
248,Gallows,PIBT_TCP,2,Timeout,180.00,34,500,93.2,24,24,6120,536,245263,2458
249,Gallows,PIBT_TCP,3,Timeout,180.00,20,500,96.0,24,24,6325,321,311601,2155
250,Gallows,PIBT_TCP,4,Timeout,180.00,20,500,96.0,24,24,7225,340,207033,2261
251,Gallows,PIBT_TCP,5,Timeout,180.00,20,500,96.0,24,24,6605,470,221538,2281
252,Gallows,PIBT_TCP,6,Timeout,180.00,20,500,96.0,24,24,6292,407,357661,2716
253,Maze128,AStar,1,Timeout,180.00,465,500,7.0,24,24,5819,169,0,2541
254,Maze128,AStar,2,Timeout,180.00,464,500,7.1,24,24,5912,177,0,2064
255,Maze128,AStar,3,Timeout,180.00,457,500,8.5,24,24,5904,114,0,2683
256,Maze128,AStar,4,Timeout,180.00,458,500,8.3,24,24,5773,144,0,2746
257,Maze128,AStar,5,Timeout,180.00,464,500,7.2,24,24,5741,113,0,3001
258,Maze128,AStar,6,Timeout,180.00,460,500,7.9,24,24,5938,166,0,2517
259,Maze128,PIBT,1,Timeout,180.00,458,500,8.3,24,24,5726,3852,0,2360
260,Maze128,PIBT,2,Timeout,180.00,457,500,8.6,24,24,5746,4005,0,1800
261,Maze128,PIBT,3,Timeout,180.00,458,500,8.3,24,24,5899,2296,0,2129
262,Maze128,PIBT,4,Timeout,180.00,462,500,7.6,24,24,5877,3472,0,2135
263,Maze128,PIBT,5,Timeout,180.00,458,500,8.5,24,24,5858,1370,0,2042
264,Maze128,PIBT,6,Timeout,180.00,457,500,8.6,24,24,5934,2815,0,1922
265,Maze128,PIBT_TCP,1,Timeout,180.00,463,500,7.3,24,24,6368,271,0,3584
