Run,Map,Algorithm,Rep,Outcome,AgentName,Replans,Recoveries,Shots,CellsVisited,InitialPathLen,DeadAtEnd
1,Alpha32,AStar,1,EagleDestroyed,Enemy_4,19,0,14656,7,19,0
1,Alpha32,AStar,1,EagleDestroyed,Enemy_2,38,0,4939,13,30,0
1,Alpha32,AStar,1,EagleDestroyed,Enemy_6,23,0,12607,11,25,0
1,Alpha32,AStar,1,EagleDestroyed,Enemy_1,25,0,11235,9,25,0
1,Alpha32,AStar,1,EagleDestroyed,Enemy_3,24,0,11772,11,25,0
1,Alpha32,AStar,1,EagleDestroyed,Enemy_5,32,0,8403,12,30,0
2,Alpha32,PIBT,1,EagleDestroyed,EnemyPIBT_3,19,0,12693,12,19,0
2,Alpha32,PIBT,1,EagleDestroyed,EnemyPIBT_6,21,0,11306,8,21,0
2,Alpha32,PIBT,1,EagleDestroyed,EnemyPIBT_1,21,0,11370,8,21,0
2,Alpha32,PIBT,1,EagleDestroyed,EnemyPIBT_5,31,0,6548,14,30,0
2,Alpha32,PIBT,1,EagleDestroyed,EnemyPIBT_2,30,0,6642,10,30,0
2,Alpha32,PIBT,1,EagleDestroyed,EnemyPIBT_4,16,0,14003,6,19,0
3,Alpha32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_2,66,0,5006,23,0,0
3,Alpha32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_4,66,0,12215,15,0,0
3,Alpha32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_3,66,0,15999,12,0,0
3,Alpha32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_5,66,0,5368,23,0,0
3,Alpha32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_6,66,0,10806,17,0,0
3,Alpha32,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_1,66,0,12243,15,0,0
4,Mansion,AStar,1,EagleDestroyed,Enemy_2,132,0,0,67,146,0
4,Mansion,AStar,1,EagleDestroyed,Enemy_3,75,0,24827,36,60,0
4,Mansion,AStar,1,EagleDestroyed,Enemy_6,132,0,0,60,125,0
4,Mansion,AStar,1,EagleDestroyed,Enemy_4,83,0,21526,40,70,0
4,Mansion,AStar,1,EagleDestroyed,Enemy_5,122,0,3947,52,98,0
4,Mansion,AStar,1,EagleDestroyed,Enemy_1,132,0,0,59,133,0
5,Mansion,PIBT,1,EagleDestroyed,EnemyPIBT_4,75,0,17672,32,64,0
5,Mansion,PIBT,1,EagleDestroyed,EnemyPIBT_6,138,0,0,67,125,0
5,Mansion,PIBT,1,EagleDestroyed,EnemyPIBT_1,138,0,0,67,127,0
5,Mansion,PIBT,1,EagleDestroyed,EnemyPIBT_5,3025,0,0,49,94,0
5,Mansion,PIBT,1,EagleDestroyed,EnemyPIBT_2,138,0,0,64,140,0
5,Mansion,PIBT,1,EagleDestroyed,EnemyPIBT_3,68,0,20742,26,58,0
6,Mansion,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_3,135,0,31044,52,0,0
6,Mansion,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_4,135,0,26811,57,0,0
6,Mansion,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_6,134,0,0,86,0,0
6,Mansion,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_2,134,0,0,93,0,0
6,Mansion,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_1,134,0,0,93,0,0
6,Mansion,PIBT_TCP,1,EagleDestroyed,EnemyPIBT_TCP_5,134,0,2600,85,0,0
7,Chantry,AStar,1,EagleDestroyed,Enemy_4,168,0,3303,92,130,0
7,Chantry,AStar,1,EagleDestroyed,Enemy_2,164,0,7466,70,128,0
7,Chantry,AStar,1,EagleDestroyed,Enemy_3,103,0,33147,51,82,0
7,Chantry,AStar,1,EagleDestroyed,Enemy_1,161,0,6563,72,125,0
7,Chantry,AStar,1,EagleDestroyed,Enemy_6,172,0,2029,79,128,0
7,Chantry,AStar,1,EagleDestroyed,Enemy_5,176,0,0,90,137,0
8,Chantry,PIBT,1,EagleDestroyed,EnemyPIBT_1,155,0,2859,68,121,0
8,Chantry,PIBT,1,EagleDestroyed,EnemyPIBT_6,2465,0,0,69,126,0
